Racquet Name,Tension,Length,Pattern,Skip M Holes,Tie Off M,Start C,Tie Off C,Manufacturer,Pattern Type
COBALT,54 - 64,35' - 9'S,16M X 18C,"7,9T - 7,9B",6B,7B,5T,Donnay,Tennis
COBALT PRO OS/SM,60 - 70,35' - 9'S,16M X 19C,8T - 8B,6B,8B,5T,Donnay,Tennis
FORMULA,40 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Donnay,Tennis
FORMULA LITE 100,40 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Donnay,Tennis
FORMULA OS EXT,40 - 60,20'M - 19'C,16M X 20C,"7,9T - 7,9B",6B,7T,5T - 11B,Donnay,Tennis
GHOST OS/SM,60 - 70,35' - 9'S,16M X 19C,8T - 8B,6B,8B,5T,Donnay,Tennis
KEVLAR PRO 2,55 - 64,35' - 9'S,18M X 20C,"8,10,11T - 8,10,11B",6T,8T,9B,Donnay,Tennis
KEVLAR PRO 2 OS,60 - 70,35' - 9'S,16M X 19C,8T - 8B,5T,8T,6B,Donnay,Tennis
MAGNUM FORCE,48 - 57,35' - 9'S,16M X 20C,"8T - 7,9,10B",5B,7B,7T,Donnay,Tennis
NO GRAVITY 260,51 - 62,35' - 9'S,16M X 20C,"8T - 7,9,10B",5B,7B,7T,Donnay,Tennis
"PRO CYNETIC 1,2,3,4",45 - 55,35' - 9'S,14M X 16C,7T - 7B,5T,7T,10B,Donnay,Tennis
PRO ONE 97 (16X19),40 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
PRO ONE 97 (18X20),40 - 60,21'M - 19'C,18M X 20C,"8,10T - 9B",7B,8T,6T - 8B,Donnay,Tennis
PRO ONE OS EXT,40 - 60,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
REVOLUTIVE,55 - 65,35' - 9'S,16M X 18C,8T - 8B,6B,8B,5T,Donnay,Tennis
ULTIMATE 2,60 - 70,35' - 9'S,16M X 19C,8T - 8B,6B,8B,5T,Donnay,Tennis
ULTIMATE 2 MID,55 - 65,35' - 9'S,14M X 18C,7T - 7B,5T,7T,8B,Donnay,Tennis
ULTIMATE PRO,60 - 70,35' - 9'S,16M X 19C,8T - 8B,6B,8B,5T,Donnay,Tennis
ULTIMATE PRO MID,55 - 65,35' - 9'S,14M X 18C,7T - 7B,5T,7T,8B,Donnay,Tennis
VECTRA PRO,56 - 62,35' - 9'S,16M X 19C,"7,9T - 7,9,10B",5T,7T,6B,Donnay,Tennis
X BLACK 94,45 - 55,20'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 10B,Donnay,Tennis
X BLACK 99,50 - 60,20M' - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X BLUE 94,45 - 55,20'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 10B,Donnay,Tennis
X BLUE 99,50 - 60,20M' - 18'C,16M X 20C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X DARK RED 94,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X DUAL GOLD 94,50 - 60,20M' - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X DUAL GOLD 99,50 - 60,20M' - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X DUAL PLATINUM 94,50 - 60,20M' - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 10B,Donnay,Tennis
X DUAL PLATINUM 99,50 - 60,20M' - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 10B,Donnay,Tennis
X DUAL SILVER 99,50 - 60,20M' - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X DUAL SILVER LITE 99,50 - 60,20M' - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X ORANGE 99,50 - 60,20M' - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X RED 94,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X RED 99,50 - 60,20M' - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X WHITE 99,50 - 60,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
X YELLOW 99,50 - 60,20M' - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
XP DUAL 102,50 - 60,20M' - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
XP DUAL LITE 102,50 - 60,20M' - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,5T - 9B,Donnay,Tennis
AEROGEL 4D EVOLUTION 120,20 - 30,28' - 8'S,14M X 18C,"7T - 5,7,9B",5T,7T,4B,Dunlop,Squash
AEROGEL 4D MAX,20 - 30,28' - 8'S,14M X 19C,"7T - 5,7,9B",3B,5B,5T,Dunlop,Squash
AEROGEL 4D PRO GT-X,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
AEROGEL 4D ULTIMATE,20 - 30,31' - 8'S,16M X 19C,"8T - 7,9B",5B,7B,6T,Dunlop,Squash
AEROGEL ELITE,20 - 30,30' - 8'S,14M X 19C,7T - 7B,5T,7T,5B,Dunlop,Squash
AEROGEL PRO GT,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
AEROGEL TOUR,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
AEROGEL ULTIMATE,20 - 30,31' - 8'S,16M X 19C,"8T - 7,9B",5B,7B,6T,Dunlop,Squash
APEX INFINITY,20 - 30,32' - 9'S,14M X 18C,7T,4B,5B,5T,Dunlop,Squash
APEX SYNERGY,20 - 30,34' - 10'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
BIOMIMETIC ELITE,20 - 30,31' - 9'S,14M X 19C,7T - 7B,5T,7T,5B,Dunlop,Squash
BIOMIMETIC EVOLUTION,20 - 30,17'M - 14'C,14M X 18C,"7T - 5,7,9B",5T,7T,6T - 4B,Dunlop,Squash
BIOMIMETIC MAX,20 - 30,17'M - 14'C,14M X 18C,"6,8,9T",4B,6T,4T - 7B,Dunlop,Squash
BIOMIMETIC PRO GT-X,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
BIOMIMETIC TOUR CX,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
BIOMIMETIC ULTIMATE,20 - 30,31' - 9'S,16M X 19C,"8T - 7,9B",5B,7B,6T,Dunlop,Squash
BLACK MAX CARBON 520,24 - 28,31' - 9'S,16M X 19C,"8T - 6,8,10B",6T,8T,4B,Dunlop,Squash
BLACK MAX CARBON Ti,24 - 28,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
BLACK MAX GRAPHITE 500,24 - 28,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
BLACK MAX TITANIUM,22 - 30,31' - 9'S,14M X 18C,"6,8,9T",5T,6T,7B,Dunlop,Squash
BLACK STORM TITANIUM,22 - 30,31' - 9'S,14M X 18C,"6,8,9T",5T,6T,7B,Dunlop,Squash
C-MAX CARBON (HOTMELT),22 - 30,31' - 9'S,16M X 19C,"6,8,10,11,12T",9T,6T,11B,Dunlop,Squash
C-MAX CARBON (MUSCLE WEAVE),22 - 30,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
C-MAX HOTMELT,22 - 30,31' - 9'S,16M X 19C,"6,8,10,11,12T",9T,6T,11B,Dunlop,Squash
C-MAX TITANIUM (MUSCLE WEAVE),22 - 30,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
FORCE EVOLUTION 120/130,22 - 30,31' - 9'S,14M X 18C,"6,8T - 5,7,9B",5T,6T,4B,Dunlop,Squash
FORCE REVELATION 125,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",7B,6B,5T,Dunlop,Squash
FORCE REVELATION 135,20 - 30,35' - 9'S,14M X 18C,"6,8,9T",4B,5B,4T,Dunlop,Squash
FORCE RUSH,20 - 30,35' - 10'S,16M X 19C,"8T - 7,9B",6B,7B,5T,Dunlop,Squash
HOT MELT CARBON,24 - 28,31' - 9'S,16M X 18C,"6,8,10,11T",9T,6T,7B,Dunlop,Squash
HOTMELT GRAPHITE,24 - 28,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
HOTMELT PRO,22 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,5B,Dunlop,Squash
HOTMELT TITANIUM,24 - 28,31' - 9'S,16M X 18C,"6,8,10,11T",9T,6T,7B,Dunlop,Squash
HYPERFIBRE+ EVOLUTION,20 - 30,35' - 10'S,14M X 18C,"6,8T - 5,7,9B",7T,6T,3B,Dunlop,Squash
HYPERFIBRE+ EVOLUTION PRO,20 - 30,35' - 10'S,14M X 18C,"6,8T - 5,7,9B",5T,6T,4B,Dunlop,Squash
HYPERFIBRE+ REVELATION 125,20 - 30,35' - 10'S,14M X 18C,"7T - 6,8B",7B,6B,5T,Dunlop,Squash
ICE CUSTOM ELITE,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,9B,Dunlop,Squash
M-FIL PRO,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,5B,Dunlop,Squash
M-FIL TOUR,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
M-FIL ULTRA 130,24 - 28,31' - 9'S,16M X 18C,"6,8,10,11T",9T,6T,7B,Dunlop,Squash
M-FIL ULTRA 135,24 - 28,31' - 9'S,16M X 18C,"6,8,10,11T",9T,6T,7B,Dunlop,Squash
M-FIL ULTRA 140,24 - 28,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
MAX MASTER Ti,20 - 30,31' - 9'S,14M X 19C,"7T - 6,8B",5B,6B,5T,Dunlop,Squash
MAX Ti LIMIT,20 - 30,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
MAX Ti POWER LIMIT,20 - 30,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
MAX TITANIUM LIMIT,20 - 30,31' - 8'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
MAX TITANIUM POWER LIMIT,20 - 30,31' - 8'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
MUSCLE WEAVE C-MAX CARBON,20 - 30,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
MUSCLE WEAVE C-MAX TITANIUM,20 - 30,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
MUSCLE WEAVE CUSTOM C-MAX,20 - 30,31' - 9'S,16M X 19C,"8T - 7,9B",6B,7B,5T,Dunlop,Squash
MUSCLE WEAVE CUSTOM TOUR,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
MUSCLE WEAVE PRO,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,5B,Dunlop,Squash
MUSCLE WEAVE TOUR,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
PRECISION ELITE,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
PRECISION PRO 130/140,20 - 30,31' - 9'S,14M X 18C,"7T - 6,8B",5T,7T,7B,Dunlop,Squash
PRECISION ULTIMATE,20 - 30,35' - 10'S,16M X 19C,"8T - 7,9B",6B,7B,6T,Dunlop,Squash
TEMPO COMP,20 - 30,31' - 8'S,16M X 19C,"8T - 7,9B",6B,7B,6T,Dunlop,Squash
TEMPO GRAPHITE,20 - 30,31' - 9'S,16M X 18C,"6,8,10,11,12T",5T,6T,7B,Dunlop,Squash
TEMPO LITE Ti,20 - 30,31' - 9'S,16M X 18C,"6,8,10,11T",9T,6T,6B,Dunlop,Squash
VENOM 110,20 - 30,31' - 9'S,14M X 18C,7T,4B,5B,5T,Dunlop,Squash
VENOM 115,24 - 28,31' - 9'S,16M X 19C,"8T - 6,8,10B",5T,8T,4B,Dunlop,Squash
1000 G ICE,55 - 65,22'M - 17'C,16M X 20C,"7,9,10T",6T,7T,8T - 7B,Dunlop,Tennis
200 G 100,55 - 65,21'M - 17'C,18M X 20C,"8,10T - 8,10B",6B,8T,6T - 9B,Dunlop,Tennis
200 G 108 MUSCLE WEAVE,55 - 65,40' - 11'S,18M X 20C,"8,10T - 8,10B",6B,8B,5T,Dunlop,Tennis
200 G 120,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 6B,Dunlop,Tennis
200 G 95 MUSCLE WEAVE,55 - 65,37' - 10'S,18M X 20C,"8,10T - 9B",7B,9B,5T,Dunlop,Tennis
200 G XL,55 - 65,20'M - 17'C,16M X 18C,"7,9T - 8B",6T,7T,5T - 6B,Dunlop,Tennis
300 G 105,55 - 65,21'M - 17'C,18M X 20C,"8,10T - 8,10B",7B,8T,6T - 9B,Dunlop,Tennis
300 G 98,55 - 65,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 7B,Dunlop,Tennis
300 I,50 - 60,19'M - 17'C,18M X 20C,9B,4T,7T,6T - 6B,Dunlop,Tennis
400 G 100,55 - 65,20'M - 17'C,16M X 19C,"79,T - 7,9B",6B,7T,5T - 11B,Dunlop,Tennis
400 I,50 - 60,34' - 10'S,16M X 18C,"7,9T - 7,9B",5B,7B,5T,Dunlop,Tennis
500 G 102,55 - 65,22'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Dunlop,Tennis
500 I,55 - 65,36' - 10'S,16M X 19C,"7,9T - 7,9B",6B,7B,5T,Dunlop,Tennis
600 G ICE 102,55 - 65,21'M - 17'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Dunlop,Tennis
700 G 110,55 - 65,22'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Dunlop,Tennis
800 G ICE 110,55 - 65,21'M - 17'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Dunlop,Tennis
800 I,55 - 65,36' - 10'S,16M X 19C,"7,9T - 7,9B",6B,7B,5T,Dunlop,Tennis
900 G 114,55 - 65,21'M - 17'C,16M X 19C,"7,9,10T",8T,7T,4T - 11B,Dunlop,Tennis
ABZORBER 108,55 - 65,21'M - 17'C,18M X 20C,"8,10T - 8,10B",6T,8T,5T - 6B,Dunlop,Tennis
ABZORBER 98,55 - 65,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 5B,Dunlop,Tennis
ADRENALINE RUSH 108,55 -65,21'M - 17'C,16M X 19C,"7,9T - 7,9B",6T,7T,5T - 6B,Dunlop,Tennis
ADRENALINE RUSH 98,55 - 65,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6T,7T,5T - 6B,Dunlop,Tennis
ADRENALINE SURGE 108,55 - 65,21'M - 17'C,16M X 19C,"7,9T - 7,9B",6T,7T,5T - 6B,Dunlop,Tennis
AEROGEL 1 HUNDRED,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",4T,7T,6T - 5B,Dunlop,Tennis
AEROGEL 1 THOUSAND,55 - 65,20'M - 19'C,16M X 19C,"7,9,10T",6T,7T,5T - 7B,Dunlop,Tennis
AEROGEL 2 HUNDRED,55 - 65,20'M - 18'C,18M X 20C,"8,10T - 9B",7B,8T,5T - 6B,Dunlop,Tennis
AEROGEL 3 HUNDRED,55 - 65,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 4B,Dunlop,Tennis
AEROGEL 4D 1 HUNDRED,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6T,7T,4T - 5B,Dunlop,Tennis
AEROGEL 4D 2 HUNDRED,55 - 65,20'M - 18'C,18M X 20C,"8,10T - 9B",7B,8T,5T - 6B,Dunlop,Tennis
AEROGEL 4D 2 HUNDRED TOUR,55 - 65,20'M - 17'C,16M X 18C,"7,9T - 8B",6T,7T,5T - 7B,Dunlop,Tennis
AEROGEL 4D 3 HUNDRED,55 - 65,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 4B,Dunlop,Tennis
AEROGEL 4D 3 HUNDRED LITE,55 - 65,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 4B,Dunlop,Tennis
AEROGEL 4D 3 HUNDRED TOUR,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 6B,Dunlop,Tennis
AEROGEL 4D 5 FIFTY LITE,55 - 65,20'M - 17'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 5B,Dunlop,Tennis
AEROGEL 4D 5 HUNDRED,55 - 65,20'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 5B,Dunlop,Tennis
AEROGEL 4D 5 HUNDRED LITE,55 - 65,20'M - 18'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 5B,Dunlop,Tennis
AEROGEL 4D 5 HUNDRED TOUR,55 - 65,20'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 5B,Dunlop,Tennis
AEROGEL 4D 7 HUNDRED,55 - 65,20'M - 19'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Dunlop,Tennis
AEROGEL 4D SUPER LITE,55 - 65,20'M - 19'C,16M X 19C,"7,9T - 7,9B",6B,7T,5T - 11B,Dunlop,Tennis
AEROGEL 5 HUNDRED,55 - 65,20'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 10B,Dunlop,Tennis
AEROGEL 5 HUNDRED TOUR,55 - 65,20'M - 17'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 10B,Dunlop,Tennis
AEROGEL 6 HUNDRED,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Dunlop,Tennis
AEROGEL 7 HUNDRED,55 - 65,20'M - 19'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Dunlop,Tennis
AEROGEL 8 HUNDRED,55 - 65,20'M - 19'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Dunlop,Tennis
AEROGEL 9 HUNDRED,55 - 65,20'M - 19'C,16M X 19C,"6,8,10,11T",7T,6T,5T - 7B,Dunlop,Tennis
BIOMIMETIC 100,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",6T,7T,4T - 5B,Dunlop,Tennis
BIOMIMETIC 200,55 - 65,20'M - 18'C,18M X 20C,"8,10T - 9B",7B,8T,5T - 6B,Dunlop,Tennis
BIOMIMETIC 200 LITE,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 8B",6T,7T,5T - 7B,Dunlop,Tennis
BIOMIMETIC 200 PLUS,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 6B,Dunlop,Tennis
BIOMIMETIC 200 TOUR,55 - 65,20'M - 18'C,16M X 18C,"7,9T - 8B",6T,7T,5T - 7B,Dunlop,Tennis
BIOMIMETIC 300,55 - 65,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,7T - 4B,Dunlop,Tennis
BIOMIMETIC 300 TOUR,55 - 65,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 6B,Dunlop,Tennis
BIOMIMETIC 400,55 - 65,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Dunlop,Tennis
BIOMIMETIC 400 LITE,55 - 65,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Dunlop,Tennis
BIOMIMETIC 400 TOUR,55 - 65,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Dunlop,Tennis
BIOMIMETIC 500,55 - 65,20'M - 18'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 5B,Dunlop,Tennis
BIOMIMETIC 500 PLUS,55 - 65,21'M - 19'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Dunlop,Tennis
BIOMIMETIC 500 TOUR,55 - 65,20'M - 18'C,16M X 18C,"7,9T - 7,9B",6B,7T,5T - 5B,Dunlop,Tennis
BIOMIMETIC 600,55 - 65,20'M - 19'C,16M X 19C,"7,9T - 8B",6B,7T,5T - 5B,Dunlop,Tennis
BIOMIMETIC 600 LITE,55 - 65,20'M - 19'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Dunlop,Tennis
BIOMIMETIC 600 TOUR,55 - 65,20'M - 19'C,16M X 19C,"7,9T - 8B",6B,7T,5T - 5B,Dunlop,Tennis
BIOMIMETIC 700,55 - 65,20'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 6B,Dunlop,Tennis
BIOMIMETIC BLACK WIDOW,55 - 65,20'M - 17'C,16M X 19C,"7,9T - 8B",6B,7T,5T - 5B,Dunlop,Tennis
BIOMIMETIC F 2.0 TOUR,52 - 62,20'M - 18'C,18M X 20C,"8,10T - 8,10B",6T,8T,9T - 6B,Dunlop,Tennis
BIOMIMETIC F 3.0 TOUR,52 - 62,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 7B,Dunlop,Tennis
BIOMIMETIC F 4.0 TOUR,52 - 62,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Dunlop,Tennis
BIOMIMETIC F 5.0 TOUR,52 - 62,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Dunlop,Tennis
BIOMIMETIC M 2.0,52 - 62,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B,Dunlop,Tennis
BIOMIMETIC M 3.0,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 6B,Dunlop,Tennis
BIOMIMETIC M 4.0,52 - 62,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Dunlop,Tennis
BIOMIMETIC M 5.0,52 - 62,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Dunlop,Tennis
BIOMIMETIC M 6.0,52 - 62,20'M - 17'C,16M X 19C,"7,9T - 8B",6B,7T,5T - 5B,Dunlop,Tennis
BIOMIMETIC MAX 200G,55 - 65,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 4B,Dunlop,Tennis
BIOMIMETIC S 2.0 LITE,52 - 62,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B,Dunlop,Tennis
BIOMIMETIC S 3.0 LITE,52 - 62,20'M - 17'C,16M X 19C,8T - 8B,6T,8T,7T - 6B,Dunlop,Tennis
BIOMIMETIC S 4.0 LITE,52 - 62,20'M - 18'C,16M X 19C,8T - 8B,7T,8T,6T - 7B,Dunlop,Tennis
BIOMIMETIC S 5.0 LITE,52 - 62,20'M - 18'C,16M X 19C,8T - 8B,7B,8T,7T - 6B,Dunlop,Tennis
BIOMIMETIC S 6.0 LITE,52 - 62,20'M - 17'C,16M X 19C,"7,9T - 8B",7B,7T,5T - 6B,Dunlop,Tennis
BIOMIMETIC S 7.0 LITE,52 - 62,20'M - 20'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 6B,Dunlop,Tennis
BIOMIMETIC S 8.0 LITE,52 - 62,21'M - 18'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 6B,Dunlop,Tennis
BLACK MAX,58 - 65,37' - 10'S,16M X 19C,8T - 8B,6B,8B,6T,Dunlop,Tennis
C-MAX 108,55 - 65,21'M - 17'C,16M X 20C,"7,9T - 7,9B",6T,7T,5T - 6B,Dunlop,Tennis
C-MAX 98,55 - 65,20'M - 17'C,16M X 20C,"7,9T - 7,9B",6T,7T,5T - 6B,Dunlop,Tennis
COMP 108,50 - 60,37' - 10'S,16M X 19C,"7,9T - 7,9B",5T,7T,6B,Dunlop,Tennis
CONCAVE 115,55 - 65,22'M - 17'C,16M X 20C,"7,9T - 8B",6B,7T,5T - 5B,Dunlop,Tennis
ENFORCER SUPERLONG,55 - 63,37' - 10'S,16M X 20C,"7,9,10T -7,9,10B",4T,7T,6B,Dunlop,Tennis
F 3.1 TOUR,52 - 62,21'M - 18'C,18M X 20C,"8,10T - 8,10B",9B,8T,6T - 7B,Dunlop,Tennis
FORCE 100,52 - 62,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Dunlop,Tennis
FORCE 100 TOUR,52 - 62,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Dunlop,Tennis
FORCE 105,52 - 62,20'M - 20'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Dunlop,Tennis
FORCE 98,52 - 62,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Dunlop,Tennis
FORCE 98 TOUR,52 - 62,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Dunlop,Tennis
GRAPHITE Ti 108,55 - 65,37' - 10'S,16M X 19C,"7,9T - 7,9B",6T,7T,8B,Dunlop,Tennis
iDAPT FORCE 100,52 - 62,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Dunlop,Tennis
iDAPT FORCE 100 S,52 - 62,18'M - 18'C,14M X 18C,"6,8T - 6,8B",7T,6T,5T - 5B,Dunlop,Tennis
iDAPT FORCE 105,52 - 62,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Dunlop,Tennis
iDAPT FORCE 98,52 - 62,20'M - 19'C,16M X 19C,"7,9T - 7,9B",8B,7T,8T - 5B,Dunlop,Tennis
IMPACT MID,50 - 60,34' - 10'S,16M X 18C,8T - 8B,6B,8B,5T,Dunlop,Tennis
IMPACT PLUS,55 - 65,34' - 10'S,16M X 19C,"8T - 7,9B",6B,7B,7T,Dunlop,Tennis
IMPACT PRO,55 - 65,34' - 10'S,16M X 19C,"8T - 7,9B",6B,7B,7T,Dunlop,Tennis
INFERNO 104,55 - 65,21'M - 17'C,16M X 19C,"7,9,10T",6T,7T,5T - 7B,Dunlop,Tennis
INFERNO 110,55 - 65,21'M - 17'C,16M X 19C,"7,9,10T - 8B",11B,7T,5T - 6B,Dunlop,Tennis
INFERNO 118,55 - 65,21'M - 17'C,16M X 19C,"7,9,10T",6T,7T,5T - 7B,Dunlop,Tennis
M 2.1,52 - 62,20'M - 18'C,16M X 19C,8T - 8B,6B,8T,5T - 11B,Dunlop,Tennis
M 3.1,52 - 62,20'M - 19'C,16M X 19C,8T - 8B,6T,8T,7T - 6B,Dunlop,Tennis
M FIL 2 HUNDRED,55 - 65,20'M - 18'C,18M X 20C,"8,10T - 9B",7B,8T,5T - 6B,Dunlop,Tennis
M FIL 200 PLUS,55 - 65,37' - 10'S,16M X 19C,"7,9T - 7,9B",6T,7T,8B,Dunlop,Tennis
M FIL 3 HUNDRED,55 - 65,20'M - 17'C,16M X 19C,8T - 8B,6B,8T,7T - 4B,Dunlop,Tennis
